admission_date|company_name|icb_industry|icb_supersector|country_of_incorp|world_region|market|international_issuer|market_cap
2013-09-25|FOXTONS GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|111.55
2016-09-05|FRAGRANT PROSPERITY HOLDINGS LIMITED|Financials|Financial Services|British Virgin Islands|North America|MAIN MARKET|Yes|0.96
2016-08-05|FRANCHISE BRANDS PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|73.31
2007-03-02|FRASERS GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|948.32
1983-05-09|FRENCH CONNECTION GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|3.24
2004-07-28|FRENKEL TOPPING GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|19.27
2008-05-14|FRESNILLO PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|4913.61
2013-07-15|FRONTIER DEVELOPMENTS PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|481.73
2011-01-31|FRONTIER IP GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|31.93
2020-03-06|FRP ADVISORY GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|184.06
2009-12-24|FULCRUM UTILITY SERVICES LD|Utilities|Utilities|Cayman Islands|North America|AIM|Yes|36.65
1996-08-27|FULLER, SMITH & TURNER PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|217.03
2018-09-28|FUNDING CIRCLE HOLDINGS PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|191.65
2014-06-25|FUNDSMITH EMERGING EQUITIES TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|249.35
2017-12-18|FUSION ANTIBODIES PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|20.99
2003-07-22|FUTURA MEDICAL PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|21.86
1999-06-25|FUTURE PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|980.14
2006-08-17|G3 EXPLORATION LIMITED|Energy|Energy|Cayman Islands|North America|MAIN MARKET|Yes|17.95
2004-07-20|G4S PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1432.12
2017-07-19|GABELLI MERGER PLUS+ TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|45.42
2015-02-19|GABELLI VALUE PLUS+ TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|81.08
1999-11-15|GAIL (INDIA) LD|Energy|Energy|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2006-03-31|GALANTAS GOLD CORPORATION|Basic Materials|Basic Resources|Canada|North America|AIM|Yes|2.67
2011-09-28|GALILEO RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|1.42
2020-01-03|GALLIFORD TRY HOLDINGS PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|146.10
2015-01-06|GAMA AVIATION PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|22.91
1994-10-06|GAMES WORKSHOP GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|1414.82
2019-09-27|GAMESYS GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|795.43
2013-08-01|GAMING REALMS PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|15.22
2014-10-10|GAMMA COMMUNICATIONS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|948.73
2013-11-25|GAN PLC|Technology|Technology|United Kingdom|Europe|AIM|No|122.70
2015-06-08|GATELEY (HOLDINGS) PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|141.13
2006-10-27|GATTACA PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|11.74
2010-08-27|GB GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|1130.15
2004-04-19|GCM RESOURCES PLC|Energy|Energy|United Kingdom|Europe|AIM|No|12.08
2015-10-23|GCP ASSET BACKED INCOME FUND LIMITED|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|326.72
2010-07-22|GCP INFRASTRUCTURE INVESTMENTS LIMITED|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|992.56
2013-05-20|GCP STUDENT LIVING PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|605.18
2015-06-03|GEAR4MUSIC (HOLDINGS) PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|35.61
2006-07-10|GEIGER COUNTER LIMITED|Financials|Financial Services|Jersey|Europe|ADMISSION TO TRADING ONLY|No|8.57
2007-02-19|GEM DIAMONDS LIMITED|Basic Materials|Basic Resources|British Virgin Islands|North America|MAIN MARKET|Yes|39.20
2020-02-14|GEMFIELDS GROUP LIMITED|Basic Materials|Basic Resources|Guernsey|Europe|AIM|No|93.69
2007-04-04|GENEDRIVE PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|9.76
2011-06-22|GENEL ENERGY PLC|Energy|Energy|Jersey|Europe|MAIN MARKET|No|242.68
1990-07-06|GENERAL ACCIDENT PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|116.60
1952-10-01|GENERAL ELECTRIC COMPANY|Industrials|Industrial Goods and Services|United States|North America|MAIN MARKET|Yes|56567.06
1989-07-06|GENESIS EMERGING MARKETS FUND LD|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|719.08
2007-11-12|GENUS PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|2121.60
2018-05-29|GEORGIA CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|170.72
2015-11-06|GEORGIA HEALTHCARE GROUP PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|102.71
2017-08-04|GETBUSY PLC|Technology|Technology|United Kingdom|Europe|AIM|No|26.41
2005-09-23|GETECH GROUP PLC|Energy|Energy|United Kingdom|Europe|AIM|No|4.32
2014-12-22|GFINITY PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|8.39
1988-05-10|GLANBIA PLC|Consumer Staples|Food, Beverage and Tobacco|Ireland|Europe|MAIN MARKET|Yes|2476.98
1972-05-22|GLAXOSMITHKLINE PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|75987.77
2011-05-24|GLENCORE PLC|Basic Materials|Basic Resources|Jersey|Europe|MAIN MARKET|No|16495.50
2017-10-10|GLENVEAGH PROPERTIES PLC|Consumer Discretionary|Consumer Products and Services|Ireland|Europe|MAIN MARKET|Yes|375.89
2005-08-05|GLI FINANCE LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET / AIM|No|25.87
2014-07-02|GLOBAL INVACOM GROUP LIMITED|Telecommunications|Telecommunications|Singapore|Asia|AIM|Yes|10.19
2005-03-07|GLOBAL PETROLEUM LIMITED|Energy|Energy|Australia|Pacific|AIM|Yes|1.42
2017-05-12|GLOBAL PORTS HOLDING PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|37.07
2011-06-29|GLOBAL PORTS INVESTMENTS PLC|Industrials|Industrial Goods and Services|Cyprus|Europe|MAIN MARKET|Yes|0.00
2014-03-07|GLOBAL RESOURCES INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.24
2009-06-25|GLOBALDATA PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|1257.91
2008-05-08|GLOBALTRANS INVESTMENT PLC|Industrials|Industrial Goods and Services|Cyprus|Europe|MAIN MARKET|Yes|0.00
2013-07-25|GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED|Real Estate|Real Estate|Guernsey|Europe|AIM|No|1443.86
1994-05-09|GO-AHEAD GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|356.86
2016-11-03|GOCO GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|256.32
2009-06-16|GOLDEN PROSPECT PRECIOUS METALS LIMITED|Financials|Financial Services|Guernsey|Europe|ADMISSION TO TRADING ONLY|No|15.25
2016-10-31|GOLDEN ROCK GLOBAL PLC|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|1.36
2006-07-26|GOLDPLAT PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|5.19
2004-03-25|GOLDSTONE RESOURCES LIMITED|Basic Materials|Basic Resources|Jersey|Europe|AIM|No|6.75
1997-12-12|GOOCH & HOUSEGO PLC|Technology|Technology|United Kingdom|Europe|AIM|No|212.85
2012-07-30|GOOD ENERGY GROUP PLC|Utilities|Utilities|United Kingdom|Europe|AIM|No|24.80
1958-08-18|GOODWIN PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|145.79
2018-05-25|GORE STREET ENERGY STORAGE FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|51.10
2004-08-11|GRAFENIA PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|7.10
1974-09-06|GRAFTON GROUP PLC|Industrials|Industrial Goods and Services|Ireland|Europe|MAIN MARKET|Yes|1262.81
1984-02-21|GRAINGER PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1745.98
2018-10-10|GRAN TIERRA ENERGY INC.|Energy|Energy|United States|North America|MAIN MARKET|Yes|73.40
2017-05-22|GRAND FORTUNE HIGH GRADE LIMITED|Financials|Financial Services|Cayman Islands|North America|MAIN MARKET|Yes|10.80
2017-01-10|GRAND VISION MEDIA HOLDINGS PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|5.30
2018-03-05|GRC INTERNATIONAL GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|10.95
2010-05-28|GREAT EASTERN ENERGY CORPORATION LIMITED|Energy|Energy|India|Asia|MAIN MARKET|Yes|0.00
1959-05-01|GREAT PORTLAND ESTATES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1729.35
2011-08-18|GREAT WESTERN MINING CORPORATION PLC|Basic Materials|Basic Resources|Ireland|Europe|AIM|Yes|1.35
2006-07-03|GREATLAND GOLD PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|171.66
2016-05-12|GREEN & SMART HOLDINGS PLC|Utilities|Utilities|Jersey|Europe|AIM|No|12.74
2009-08-06|GREEN ENERGY TECHNOLOGY INC.|Energy|Energy|Taiwan|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2017-07-25|GREENCOAT RENEWABLES PLC|Utilities|Utilities|Ireland|Europe|AIM|Yes|650.12
2013-03-27|GREENCOAT UK WIND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|2052.14
1991-04-17|GREENCORE GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|Ireland|Europe|MAIN MARKET|Yes|735.92
1984-04-27|GREGGS PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|1632.66
2018-11-13|GRESHAM HOUSE ENERGY STORAGE FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|215.53
1950-07-14|GRESHAM HOUSE PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|160.57
2011-01-10|GRESHAM HOUSE RENEWABLE ENERGY VCT 1 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|28.48
2011-01-10|GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|29.17
1999-10-28|GRESHAM HOUSE STRATEGIC PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|31.41
1995-02-27|GRESHAM TECHNOLOGIES PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|79.18
1997-06-30|GRIFFIN MINING LIMITED|Basic Materials|Basic Resources|Bermuda|North America|AIM|Yes|71.71
2018-07-31|GRIT REAL ESTATE INCOME GROUP LIMITED|Real Estate|Real Estate|Mauritius|Africa|MAIN MARKET|Yes|249.94
2012-08-13|GROUND RENTS INCOME FUND PLC|Real Estate|Real Estate|United Kingdom|Europe|ADMISSION TO TRADING ONLY|No|68.87
2007-10-25|GRUPO CLARIN S.A.|Consumer Discretionary|Media|Argentina|Latin America|MAIN MARKET|Yes|0.00
2018-11-22|GSTECHNOLOGIES LTD|Technology|Technology|British Virgin Islands|North America|MAIN MARKET|Yes|1.64
2007-07-26|GUARANTY TRUST BANK PLC|Financials|Banks|Nigeria|Africa|MAIN MARKET|Yes|0.00
2007-07-31|GULF INVESTMENT FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|69.35
2004-09-08|GULF KEYSTONE PETROLEUM LTD|Energy|Energy|Bermuda|North America|MAIN MARKET|Yes|142.00
2014-03-19|GULF MARINE SERVICES PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|11.22
2006-03-23|GUNSYND PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|0.44
2008-05-07|GUSBOURNE PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|25.10
2013-03-20|GVC HOLDINGS PLC|Consumer Discretionary|Travel and Leisure|Isle of Man|Europe|MAIN MARKET|No|3269.20
2017-07-05|GYG PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|23.32
2006-05-08|H&T GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|105.70
2004-06-08|HALFORDS GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|138.98
1972-01-18|HALMA PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|7292.99
1945-05-31|HAMMERSON PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|592.96
2006-11-10|HANATOUR SERVICE INC.|Consumer Discretionary|Travel and Leisure|South Korea|Asia|MAIN MARKET|Yes|0.00
2019-08-29|HANSA INVESTMENT COMPANY LIMITED|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|160.76
2006-12-18|HANSARD GLOBAL PLC|Financials|Insurance|Isle of Man|Europe|MAIN MARKET|No|42.92
2010-05-12|HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|1113.28
2005-04-04|HARDIDE PLC|Basic Materials|Chemicals|United Kingdom|Europe|AIM|No|12.75
2004-10-29|HARGREAVE HALE AIM VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|103.03
2007-05-18|HARGREAVES LANSDOWN PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|6574.06
2005-11-30|HARGREAVES SERVICES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|65.50
2015-09-07|HARVEST MINERALS LIMITED|Basic Materials|Basic Resources|Australia|Pacific|AIM|Yes|5.11
1994-12-30|HARWORTH GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|334.79
2015-10-12|HASTINGS GROUP HOLDINGS PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|1220.01
2011-12-08|HAWKWING PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|0.57
2014-04-14|HAYDALE GRAPHENE INDUSTRIES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.91
1996-11-07|HAYNES PUBLISHING GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|41.79
1989-10-26|HAYS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1690.21
1988-07-06|HEADLAM GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|263.65
2000-10-02|HEATH (SAMUEL) & SONS PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|6.34
1996-07-01|HEAVITREE BREWERY PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|10.29
1957-07-04|HELICAL PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|419.92
2019-10-15|HELIOS TOWERS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|1385.00
2007-09-04|HELIOS UNDERWRITING PLC|Financials|Insurance|United Kingdom|Europe|AIM|No|19.33
1998-06-30|HELLENIC PETROLEUM SA|Energy|Energy|Greece|Europe|MAIN MARKET|Yes|0.00
1997-06-24|HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.|Telecommunications|Telecommunications|Greece|Europe|MAIN MARKET|Yes|0.00
2015-11-09|HEMOGENYX PHARMACEUTICALS PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|5.06
1991-07-25|HENDERSON ALTERNATIVE STRATEGIES TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|82.00
2017-04-27|HENDERSON DIVERSIFIED INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|136.98
1971-12-08|HENDERSON EUROPEAN FOCUS TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|212.83
1992-07-06|HENDERSON EUROTRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|208.47
2006-12-18|HENDERSON FAR EAST INCOME LIMITED|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|385.88
1989-12-01|HENDERSON HIGH INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|156.89
2011-04-28|HENDERSON INTERNATIONAL INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|244.74
1985-10-16|HENDERSON OPPORTUNITIES TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|50.00
1955-03-29|HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|515.44
1994-02-21|HERALD INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|737.73
2008-02-26|HERMES PACIFIC INVESTMENTS PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|1.40
2018-11-26|HERTSFORD CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|17.28
1989-12-13|HG CAPITAL TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|904.48
2013-12-11|HIBERNIA REIT P.L.C.|Real Estate|Real Estate|Ireland|Europe|MAIN MARKET|Yes|654.33
2019-04-01|HICL INFRASTRUCTURE PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|3015.37
1948-04-16|HIDONG ESTATE PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|0.00
2008-06-19|HIGHBRIDGE TACTICAL CREDIT FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|38.80
1973-03-25|HIGHCROFT INVESTMENTS PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|35.65
2002-12-17|HIGHLAND GOLD MINING LD|Basic Materials|Basic Resources|Jersey|Europe|AIM|No|721.24
1995-03-20|HIGHWAY CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.78
2005-11-04|HIKMA PHARMACEUTICALS PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|4931.40
1969-03-26|HILL & SMITH HOLDINGS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|759.95
2007-05-17|HILTON FOOD GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|882.63
2018-07-11|HIPGNOSIS SONGS FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|634.33
2006-12-12|HISCOX LTD|Financials|Insurance|Bermuda|North America|MAIN MARKET|Yes|2669.41
2006-06-30|HML HOLDINGS PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|12.17
2011-02-14|HMS HYDRAULIC  MACHINES & SYSTEMS GROUP PLC|Industrials|Industrial Goods and Services|Cyprus|Europe|MAIN MARKET|Yes|0.00
2006-11-08|HOCHSCHILD MINING PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|550.30
2001-10-08|HOLDERS TECHNOLOGY PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|1.39
2016-09-21|HOLLYWOOD BOWL GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|224.25
2010-08-02|HOMESERVE PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|3540.43
1999-10-08|HON HAI PRECISION INDUSTRY CO. LTD|Technology|Technology|Taiwan|Asia|MAIN MARKET|Yes|0.00
2015-12-23|HONEYCOMB INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|279.37
1987-05-22|HONEYWELL INTERNATIONAL INCORPORATED|Industrials|Industrial Goods and Services|United States|North America|MAIN MARKET|Yes|91417.60
1990-10-01|HONG KONG LAND HOLDINGS LD|Real Estate|Real Estate|Bermuda|North America|MAIN MARKET|Yes|41842.99
2018-12-07|HONYE FINANCIAL SERVICES LIMITED|Financials|Financial Services|Cayman Islands|North America|MAIN MARKET|Yes|5.91
2014-03-27|HORIZON DISCOVERY GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|158.23
2010-08-17|HORIZONTE MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|24.23
1996-08-02|HORNBY PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|54.25
2015-10-28|HOSTELWORLD GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|50.94
2016-05-10|HOTEL CHOCOLAT GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|351.26
1972-04-01|HOWDEN JOINERY GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|3055.86
1991-04-08|HSBC HOLDINGS PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|92357.95
2015-02-09|HSS HIRE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|48.34
2019-06-17|HUATAI SECURITIES CO., LTD.|Financials|Financial Services|China|Asia|MAIN MARKET|Yes|0.00
2010-12-10|HUMMINGBIRD RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|77.91
2015-07-02|HUNTERS PROPERTY PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|8.69
1985-06-28|HUNTING PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|288.65
1986-08-04|HUNTSWORTH PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|395.66
2014-02-04|HURRICANE ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|211.54
2006-05-19|HUTCHISON CHINA MEDITECH LIMITED|Health Care|Health Care|Cayman Islands|North America|AIM|Yes|2099.35
1950-04-27|HWANGE COLLIERY COMPANY LIMITED|Energy|Energy|Zimbabwe|Africa|MAIN MARKET|Yes|0.00
2016-06-20|HWSI REALISATION FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|67.44
2004-12-21|HYDRODEC GROUP PLC|Energy|Energy|United Kingdom|Europe|AIM|No|0.64
2006-09-29|HYDROGEN GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|11.83
1995-06-22|HYUNDAI MOTOR COMPANY|Consumer Discretionary|Automobiles and Parts|South Korea|Asia|MAIN MARKET / ADMISSION TO TRADING ONLY|Yes|0.00
1998-03-17|HYVE GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|160.71
2017-07-25|I3 ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|7.65
2015-10-22|IBSTOCK PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|622.07
